doc_type,title,subtitle,date,year,link,link_type,source
press_release,"""Mergers and acquisitions involving the EU banking industry - facts and implications""",,2000-12-20,2000,https://www.ecb.europa.eu/press/pr/date/2000/html/pr001220.en.html,html,json_dataset
press_release,"CBISSO (Ireland), CAT (Italy) and LDT (Italy) withdrawn from the list of securities settlement systems eligible for Eurosystem credit operations",,2000-12-28,2000,https://www.ecb.europa.eu/press/pr/date/2000/html/pr001228.en.html,html,json_dataset
press_release,Greece now a member of European Economic and Monetary Union,,2001-01-02,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010102.en.html,html,json_dataset
press_release,Visit by the President of the United Mexican States,,2001-01-29,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010129.en.html,html,json_dataset
press_release,International Monetary Fund: Concluding statement of the IMF mission on the economic policies of the euro area,,2001-01-30,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010130.en.html,html,json_dataset
press_release,Cross-border use of collateral: a users' survey,,2001-02-19,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010219.en.html,html,json_dataset
press_release,"European Central Bank and European	Commission provide trainers of the blind, deaf	and mentally disabled with dummy euro	banknotes for training purposes",,2001-02-20,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010220.en.html,html,json_dataset
press_release,Update of the assessment of securities settlement systems,,2001-02-21,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010221.en.html,html,json_dataset
press_release,New ECB premises,,2001-02-22,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010222.en.html,html,json_dataset
press_release,The European Central Bank outlines its Euro 2002 Information Campaign on the euro banknotes and coins,,2001-03-01,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010301_1.en.html,html,json_dataset
press_release,Cancellation: Outside Governing Council meeting and press conference in Dublin on 15 March 2001,,2001-03-06,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010306.en.html,html,json_dataset
press_release,"Joint press release by the European Commission, Europol and the ECB: Establishment of a ""Steering Group"" and a common inter-institutional strategy for the protection of the euro against counterfeiting",,2001-03-07,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010307.en.html,html,json_dataset
press_release,"Annual hard copy publication of the: List of Monetary Financial Institutions and institutions subject to minimum reserves, as at the end of December 2000",,2001-03-14,2001,https://www.ecb.europa.eu/press/pr/date/2001/html/pr010314.en.html,html,json_dataset
